x_data,z_data,width,height,file_name
0.4296875,0.1484375,0.15625,0.15625,ef72a7a1-8113-432e-ad0a-04f3397d6c2d.png
0.640625,0.375,0.15625,0.15625,dfbf3bab-4080-44a9-b630-255f1787825c.png
0.6875,0.4453125,0.15625,0.15625,526fdec8-5b3e-431b-bfbf-71ebda5a7d0b.png
0.34375,0.8359375,0.15625,0.15625,18056b0f-8ccb-4973-b727-aae52258d7b3.png
0.28125,0.0,0.15625,0.15625,09dd2db0-da7a-438d-9622-3f88674844ea.png
0.4453125,0.5546875,0.15625,0.15625,fedee701-ae1a-45e2-afb2-efdafdc4eaa1.png
0.78125,0.78125,0.15625,0.15625,e95ad0aa-8156-4952-915c-99744b73803d.png
0.3671875,0.65625,0.15625,0.15625,9f9c911a-4d63-4b00-9c34-484f6257a1ec.png
0.2265625,0.46875,0.15625,0.15625,da064d46-b6e8-4bb4-a84c-158c177fcd54.png
0.65625,0.7734375,0.15625,0.15625,1d449aab-ebbd-49b3-8b68-07067f15170e.png
0.0625,0.390625,0.15625,0.15625,d696386a-73d6-4be2-9bdd-060464c55e35.png
0.6796875,0.1953125,0.15625,0.15625,445d36f1-7c9b-4319-9adf-852a1a73871d.png
0.4609375,0.7109375,0.15625,0.15625,becb51ad-f7d0-4c27-b1d6-291cc648a192.png
0.703125,0.6484375,0.15625,0.15625,95ee4b3f-3051-40bc-8c33-639e1e042802.png
0.2109375,0.5390625,0.15625,0.15625,6597edc7-0bc0-4e2b-b13d-a3054ccc7d2c.png
0.5234375,0.734375,0.15625,0.15625,e9791cba-b3e1-4b13-987f-48c17a7feeb2.png
0.7578125,0.234375,0.15625,0.15625,87a9337c-8d0f-4705-80d4-57904aea57ab.png
0.6953125,0.7265625,0.15625,0.15625,c01a08f6-c37e-40a6-ac7f-4c9872c2fff0.png
0.7265625,0.3125,0.15625,0.15625,70db74d6-907d-4a3f-a96d-6b1549d005a5.png
0.7265625,0.3984375,0.15625,0.15625,89298def-936c-4775-8c19-1eab5d9154e0.png
0.375,0.6171875,0.15625,0.15625,696a319c-cbae-447e-b166-f45970f6219f.png
0.4453125,0.0859375,0.15625,0.15625,60603798-3a75-497d-82dd-e3913eb3d823.png
0.1015625,0.4140625,0.15625,0.15625,59be56d6-f9c6-4582-9b4e-504565325050.png
0.3671875,0.3046875,0.15625,0.15625,7f19fb06-1840-4918-a33f-071b9902b4f0.png
0.1015625,0.6640625,0.15625,0.15625,697b0b96-6167-47cd-9000-097babd92e90.png
0.671875,0.75,0.15625,0.15625,9285dc2a-f05a-4db1-ba82-4fb72e34bd12.png
0.828125,0.8203125,0.15625,0.15625,1215b136-8f14-4b36-a9f0-0cd34b69cdda.png
0.75,0.1875,0.15625,0.15625,b0e254ec-6a41-46f3-bc3d-1c09d7c57b5e.png
0.0234375,0.6953125,0.15625,0.15625,908585f5-9bba-4141-94b6-f8a72fb7dc60.png
0.1640625,0.8125,0.15625,0.15625,ee315166-cbf5-491f-8aa2-79854e101273.png
0.0390625,0.75,0.15625,0.15625,e6722330-cc8f-4b17-a0d2-9547e02b379b.png
0.3046875,0.3125,0.15625,0.15625,5c25585e-0f36-4738-8ec3-f66614138541.png
0.8125,0.328125,0.15625,0.15625,e90129d4-6e35-4fbe-be91-4e57edc53482.png
0.4765625,0.15625,0.15625,0.15625,0a461e02-5299-4ca1-be58-44beab1b41fb.png
0.84375,0.1875,0.15625,0.15625,2b67cc3a-3f6d-4021-87bb-5f6380dd4893.png
0.7890625,0.7578125,0.15625,0.15625,3c147a89-044b-41f5-9e93-31e42fe90406.png
0.6328125,0.125,0.15625,0.15625,b7b45da0-3bd6-4895-bc79-7109e2d21204.png
0.4140625,0.625,0.15625,0.15625,d5289a21-913f-4020-b210-1e175c8c9987.png
0.578125,0.6953125,0.15625,0.15625,38acfcd7-7280-42fd-a5af-e4aa4a59352e.png
0.3046875,0.3046875,0.15625,0.15625,010f443e-98e6-497c-8ce4-28000fa0de7a.png
0.359375,0.4921875,0.15625,0.15625,de14b784-116c-44b2-b03c-99e30a80825c.png
0.1796875,0.6953125,0.15625,0.15625,ef766fe5-8c58-43f2-af0e-38d3027bfe41.png
0.0,0.1640625,0.15625,0.15625,74b0d2d1-5f31-4580-b59a-8fe0e1b6c061.png
0.1640625,0.03125,0.15625,0.15625,097496f5-ade8-45de-9a30-02054389bfa5.png
0.6953125,0.046875,0.15625,0.15625,1433237e-dd40-4714-90d6-6a971d4e8775.png
0.0078125,0.1796875,0.15625,0.15625,e9ea61f7-660f-4c76-a336-46d0de687578.png
0.6796875,0.015625,0.15625,0.15625,a4503051-8639-4b51-8006-57bf966d6ef4.png
0.046875,0.375,0.15625,0.15625,c8fbd1a1-8414-4dbc-872d-3ef1e72ff744.png
0.3046875,0.671875,0.15625,0.15625,50b84870-41ae-4a0d-8d9e-987a628658df.png
0.6015625,0.484375,0.15625,0.15625,a9f779da-0217-48bb-a5f8-04b8adf68ed9.png
0.3203125,0.484375,0.15625,0.15625,101f583b-dac1-492d-abdf-c71ac23ac587.png
0.59375,0.828125,0.15625,0.15625,42c42e07-b8c8-42bf-ad23-40d01f879ec2.png
0.578125,0.40625,0.15625,0.15625,9859ecec-020e-48ac-a96b-d591da1f2af0.png
0.6640625,0.015625,0.15625,0.15625,9a32e605-d2ae-4497-ba52-26e4744310cb.png
0.7109375,0.734375,0.15625,0.15625,f632acb9-8db9-4d76-bd07-6d784aef929a.png
0.125,0.7109375,0.15625,0.15625,da736b35-e493-4c1a-96bf-afb1500fefa9.png
0.3203125,0.265625,0.15625,0.15625,594cdcdb-0d65-40e0-bc7a-8086084db5a8.png
0.328125,0.765625,0.15625,0.15625,6702275b-0c8d-41e8-9d44-9caeff4b5e95.png
0.796875,0.359375,0.15625,0.15625,6ea0e27c-e5cf-4820-830f-8ce54116227b.png
0.0,0.7890625,0.15625,0.15625,5bea6d47-6ee4-46f4-b1ab-47fb114f74bc.png
0.4453125,0.78125,0.15625,0.15625,fd4bacb0-ed54-4807-8b88-91321b5c1383.png
0.1015625,0.78125,0.15625,0.15625,328bd192-7814-41b1-afe9-33eb6c4f5b6c.png
0.109375,0.78125,0.15625,0.15625,05f67bd7-f13e-408a-8de6-b5201572d418.png
0.1640625,0.8125,0.15625,0.15625,5a619034-4cd7-4219-932b-9c605fabbf07.png
0.4765625,0.265625,0.15625,0.15625,a9ef2881-fca2-4614-957b-6c475b2d278e.png
0.609375,0.4765625,0.15625,0.15625,a41f7710-a6c8-40f3-b801-6618438774e0.png
0.4765625,0.375,0.15625,0.15625,049db9d1-0158-4d8b-b69f-02e4caf50faf.png
0.28125,0.7421875,0.15625,0.15625,de423e8d-4ad6-4c0f-9356-169e0346a4d1.png
0.5078125,0.2734375,0.15625,0.15625,205da3f2-4cce-4eeb-a315-5b8ac74df484.png
0.375,0.4453125,0.15625,0.15625,c562027e-9abf-4059-81b8-ab60eb52ea80.png
0.1328125,0.0546875,0.15625,0.15625,78ce26a6-def5-4f52-89fb-633810ba29f1.png
0.84375,0.0625,0.15625,0.15625,028c53da-ad6a-41a0-a190-215f3e14acdb.png
0.5859375,0.734375,0.15625,0.15625,771fc5f8-3430-4d74-8ece-6ad2a0611125.png
0.265625,0.4296875,0.15625,0.15625,e3cae344-9920-4709-ba03-f74c7548d996.png
0.078125,0.7421875,0.15625,0.15625,20aa8928-db16-4db4-8dac-79b95ac69770.png
0.7734375,0.1484375,0.15625,0.15625,37e857ca-f30b-4e0b-b9a7-3c11daa69068.png
0.609375,0.6015625,0.15625,0.15625,df211f70-e5dd-465f-b904-813ed7abe2d4.png
0.1484375,0.828125,0.15625,0.15625,4536f888-1592-4620-ab29-986892b85d8c.png
0.4453125,0.421875,0.15625,0.15625,ba2b356a-971d-4492-9211-04cd5c612616.png
0.609375,0.1640625,0.15625,0.15625,a2bda0c4-0d95-41bd-ad01-4dbe138ed329.png
0.40625,0.8125,0.15625,0.15625,56f8c3b5-93fe-4af8-8198-080d9f497da1.png
0.234375,0.2734375,0.15625,0.15625,5302e132-c7f9-4522-97e2-7305e97430d5.png
0.75,0.71875,0.15625,0.15625,facd38f7-51a6-4a40-a633-d8a2e9aea230.png
0.3828125,0.03125,0.15625,0.15625,4f61e892-af72-4743-be9d-b000c5d996fd.png
0.0625,0.765625,0.15625,0.15625,df9c2ae3-024f-4526-bea2-c7c96ebf076f.png
0.8359375,0.0625,0.15625,0.15625,6f73668e-300d-4954-b451-2dae2f2544e3.png
0.265625,0.5078125,0.15625,0.15625,08e2eac4-45c8-4390-8a10-899c6b1d797c.png
0.078125,0.5390625,0.15625,0.15625,966e80f0-3bd6-4672-ae60-c2911e0a2dd8.png
0.7578125,0.765625,0.15625,0.15625,000c8a8b-4aab-4f27-b638-f21743089550.png
0.3671875,0.0390625,0.15625,0.15625,2b9250e8-9ba6-47de-ba70-b20618acd39e.png
0.7109375,0.09375,0.15625,0.15625,b41651e5-50c6-4091-81b3-2ef8c12bf283.png
0.15625,0.375,0.15625,0.15625,a6d510e9-e43b-46bd-b9a0-f7f4f8a9a7c8.png
0.421875,0.8359375,0.15625,0.15625,4435d353-0f35-45b0-81cc-c6f4d5c4e7b5.png
0.578125,0.7109375,0.15625,0.15625,6db67268-81ef-4f01-add0-68b2b25ba5e2.png
0.8203125,0.1953125,0.15625,0.15625,6420964e-84f9-48d5-8715-bf6a8aab8580.png
0.0234375,0.6640625,0.15625,0.15625,edcd54ad-7049-441e-91f0-7983caa2b8c7.png
0.359375,0.34375,0.15625,0.15625,ab0603a6-f795-4ed0-ae9f-e6718f0d3f69.png
0.484375,0.2890625,0.15625,0.15625,e049dc3a-044c-4eb1-8b0f-374f96678e6a.png
0.1484375,0.0390625,0.15625,0.15625,256ccd05-e899-4128-b10c-10aa700eda10.png
0.828125,0.5,0.15625,0.15625,32cd86e6-9a8c-4cb3-bf10-fa16f6aea3d5.png
0.4296875,0.109375,0.15625,0.15625,abf160bb-439f-4aa2-9dec-08d9ec4b484b.png
0.1640625,0.125,0.15625,0.15625,cef6c70b-c9a6-44d0-b40d-d8f84ade416b.png
0.265625,0.3828125,0.15625,0.15625,1f230d91-f5ab-4a7b-827e-b9156e643153.png
0.75,0.1640625,0.15625,0.15625,c756abf1-04a0-4cf1-acad-dcd59ecf2e0a.png
0.078125,0.1171875,0.15625,0.15625,f10f2c74-1627-49f3-882e-e6940ee3a14a.png
0.5,0.4375,0.15625,0.15625,3af6d36f-7002-426d-be4e-361bec8beec1.png
0.09375,0.625,0.15625,0.15625,90320324-801f-430b-8e7c-af5fc618c00b.png
0.59375,0.25,0.15625,0.15625,778177c3-202b-4c39-9192-36cd733178b3.png
0.3203125,0.2734375,0.15625,0.15625,5f141e28-4e00-4994-9b36-9edfc639e478.png
0.3125,0.1171875,0.15625,0.15625,fcacfc1a-3ab2-4ae2-ac3e-18fa2694b582.png
0.484375,0.3671875,0.15625,0.15625,2b5e00a5-135c-42db-8d97-d6cdf78982c5.png
0.78125,0.4296875,0.15625,0.15625,5002b569-7152-4a47-86a1-629f27f957e9.png
0.765625,0.7109375,0.15625,0.15625,1aabbe58-5908-4236-ba61-55f6f95faf8e.png
0.15625,0.34375,0.15625,0.15625,4777df8b-9fea-4927-af5f-f90386117b08.png
0.7734375,0.140625,0.15625,0.15625,1fae9a72-1667-4dab-87e0-5781a8308a00.png
0.7578125,0.1015625,0.15625,0.15625,b35a28e3-a5df-432d-aafc-0a762c0f3950.png
0.6484375,0.046875,0.15625,0.15625,27209001-1a3f-4d1c-829f-cca3d4982e3b.png
0.6875,0.5078125,0.15625,0.15625,ee596eb6-8084-4c9c-87f1-e552061f1d9a.png
0.390625,0.5,0.15625,0.15625,e5de28c9-45f2-46c3-a258-ee7d99aed384.png
0.1484375,0.6796875,0.15625,0.15625,b452aed3-be22-4e72-b54e-0db96b04975a.png
0.640625,0.53125,0.15625,0.15625,223f6392-e45a-4169-b8e5-c7eecc51b84d.png
0.2734375,0.6640625,0.15625,0.15625,f820dc8f-30cb-40ca-a0f8-b4651735e12f.png
0.296875,0.140625,0.15625,0.15625,2b3d1dc8-53f1-4e29-bfb7-a78817076574.png
0.1640625,0.078125,0.15625,0.15625,6c9c0591-6271-4019-b204-d80ba74b6a13.png
0.3125,0.5078125,0.15625,0.15625,1d4de761-935c-441b-ab54-d0f90711f4c3.png
0.3828125,0.7421875,0.15625,0.15625,ef38fe2c-876a-4b28-bdae-1d023cd7bab2.png
0.40625,0.671875,0.15625,0.15625,c8fccd8f-d4b5-46f7-a4fb-d85a60d960a0.png
0.0234375,0.609375,0.15625,0.15625,b0fa35e9-eb1a-4f01-a696-a787159ed00d.png
0.2265625,0.0234375,0.15625,0.15625,219393fa-d639-454b-8549-7f23fad090aa.png
0.8359375,0.484375,0.15625,0.15625,b18133f2-09b1-4b1a-bf1d-e0b0bdfbed7a.png
0.5859375,0.3046875,0.15625,0.15625,a4436297-9e17-4746-84d4-bceb9dae88a0.png
0.7734375,0.40625,0.15625,0.15625,ada1b422-f734-4e1a-9603-805a52ccd965.png
0.8046875,0.0546875,0.15625,0.15625,828526fe-b1f6-45c9-b081-355557d447c1.png
0.0078125,0.296875,0.15625,0.15625,92988b1d-ebd7-4bd8-9ace-76ebe7b69961.png
0.6015625,0.546875,0.15625,0.15625,12750f92-0d54-472e-9d61-a398a15ecb1c.png
0.4609375,0.359375,0.15625,0.15625,23b897f4-0f23-4ce2-80e2-4c9ee05cf8f0.png
0.6640625,0.6796875,0.15625,0.15625,bc3e1dba-6f71-4720-b27d-ae46b644ca87.png
0.1171875,0.515625,0.15625,0.15625,357ccea5-70de-4341-b9da-650322369b65.png
0.8203125,0.5390625,0.15625,0.15625,38a1f6fb-4a78-4160-823d-833db43f098a.png
0.2109375,0.0859375,0.15625,0.15625,8f67035c-93a8-470b-8fda-d08a757aa917.png
0.1484375,0.734375,0.15625,0.15625,b85bfa2c-be7a-44ad-bad9-2e42da0a3e51.png
0.8359375,0.0859375,0.15625,0.15625,7c35bfae-2282-46f1-8182-b320ebd4f924.png
0.0703125,0.4765625,0.15625,0.15625,205c5f41-118c-489d-8aef-5e5b44a65dc2.png
0.0859375,0.03125,0.15625,0.15625,870205dc-8b18-4d23-8713-20fa99c552c2.png
0.78125,0.6640625,0.15625,0.15625,ca76fe2a-7011-491f-8b5e-6c819c5dc64d.png
0.7890625,0.7265625,0.15625,0.15625,dfbe5ee3-7ee1-4611-909e-68a1035cf7c8.png
0.609375,0.40625,0.15625,0.15625,6827a7fb-3837-4a8d-b36e-1efc4a5a81e6.png
0.796875,0.8359375,0.15625,0.15625,7deea4fe-54ca-44ec-b40b-8db69268a803.png
0.6328125,0.2578125,0.15625,0.15625,50d4f436-6581-4b78-af5d-d6ec2e772a33.png
0.484375,0.6640625,0.15625,0.15625,012210ba-a274-4b4d-89b2-8255c21ed1ce.png
0.71875,0.3203125,0.15625,0.15625,737368c0-642f-463e-84c5-996b6fea287f.png
0.125,0.2265625,0.15625,0.15625,0ac54b04-c307-4100-8191-7ade4062f3b8.png
0.4921875,0.3203125,0.15625,0.15625,10b0e3e2-5005-4ea2-b12d-eeb58cedde14.png
0.0859375,0.15625,0.15625,0.15625,91f9bd27-6822-4dd3-aa25-51e084210a72.png
0.34375,0.6640625,0.15625,0.15625,941545b7-7561-4bf8-b18c-5f1b75a47b61.png
0.546875,0.7734375,0.15625,0.15625,d8ebd9e8-cebf-44e7-81a3-efeb5403ad69.png
0.2421875,0.6875,0.15625,0.15625,10a8b01e-c3b5-4e03-9fab-01aaf9ab5dd6.png
0.46875,0.2421875,0.15625,0.15625,7db8f9c7-432c-43c5-a994-6cc4615eaaba.png
0.375,0.6328125,0.15625,0.15625,20ef8fae-e3d4-422c-8424-781b60769a86.png
0.40625,0.609375,0.15625,0.15625,92d671ed-a853-44e6-ae69-20dcd0f3b2bd.png
0.0859375,0.15625,0.15625,0.15625,c1d30326-e79b-47b1-8c59-471bf6155d0b.png
0.1640625,0.25,0.15625,0.15625,1341c804-0aab-48aa-ba0b-f60ba407f86f.png
0.0546875,0.71875,0.15625,0.15625,b410ff3d-3a6e-41b9-9897-4d896e7ac744.png
0.3671875,0.765625,0.15625,0.15625,b5771aa1-1db1-4f49-b316-d786a262eefc.png
0.7578125,0.296875,0.15625,0.15625,77c18c9b-ae72-4666-8883-9e5d5d3e0312.png
0.5625,0.28125,0.15625,0.15625,32e9995b-d56e-45e7-a712-205f80993425.png
0.0078125,0.0625,0.15625,0.15625,e61025bc-94f6-48d4-975f-85e319f590dd.png
0.125,0.65625,0.15625,0.15625,8c2162fb-dce4-48d3-a50a-8a5517f186bc.png
0.2265625,0.1484375,0.15625,0.15625,428775a7-475b-4239-8cc1-b5de05d0f735.png
0.7421875,0.828125,0.15625,0.15625,3bb01d85-c456-4890-9451-23f2da7ab815.png
0.65625,0.640625,0.15625,0.15625,8da745ae-2ff9-4c8e-81d4-6d0827ae1d98.png
0.3046875,0.5859375,0.15625,0.15625,0c3611b3-97a7-4750-8d73-0f411cfd27bd.png
0.1484375,0.328125,0.15625,0.15625,b6caae2d-95fd-4325-958e-b47a6fc5c130.png
0.7421875,0.359375,0.15625,0.15625,002a9781-2657-4ec0-a798-2b6fb298cb14.png
0.078125,0.4296875,0.15625,0.15625,8359accb-92a5-4638-937a-33ffda7e0216.png
0.3125,0.3515625,0.15625,0.15625,5d76db4f-4388-4e55-aeb5-794ebe7baff8.png
0.5390625,0.515625,0.15625,0.15625,60d570f7-2896-4666-b47f-dcf056cafd1d.png
0.53125,0.53125,0.15625,0.15625,f054669b-719a-4cbe-a78f-e77860275e6a.png
0.734375,0.671875,0.15625,0.15625,89f79ae8-b8d8-4dd2-8cd7-1827cd735153.png
0.765625,0.5,0.15625,0.15625,2bd619a4-7ff4-4d98-bb10-623437bf50b6.png
0.609375,0.3671875,0.15625,0.15625,f94e8ed3-3763-4e71-bbf3-56115e979f31.png
0.3984375,0.0234375,0.15625,0.15625,0f8992b3-bc5e-42e3-9871-44e4db9edc14.png
0.75,0.84375,0.15625,0.15625,a395633b-6b31-4f7c-840f-d9288be0e453.png
0.0390625,0.7421875,0.15625,0.15625,d0531b5c-ace8-4404-bf94-ab464a828b60.png
0.59375,0.15625,0.15625,0.15625,9594514a-412a-4b5c-bd9f-80564081809e.png
0.5703125,0.5078125,0.15625,0.15625,d3e3a68c-bb58-4756-9b42-963e323240fb.png
0.4765625,0.4609375,0.15625,0.15625,aeadf58c-24e9-42ca-84ee-8c5f25c355d5.png
0.34375,0.3828125,0.15625,0.15625,1111e60f-54ee-4306-adbd-3c1bdad61d4d.png
0.40625,0.6796875,0.15625,0.15625,9b250ab6-5a39-4cce-8a61-d868386386a3.png
0.640625,0.6875,0.15625,0.15625,b7c69019-835a-408f-8d77-fa4e2a315cfa.png
0.28125,0.6796875,0.15625,0.15625,e00befb0-d658-4de6-8d4b-22c8cfd5a914.png
0.3359375,0.6953125,0.15625,0.15625,316006c6-01de-41af-bfa5-3bee920a3d20.png
